SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
001,25,Brunswick County,NC,PV3,770740766,0.0470,168781986,0.0103,3239585609,0.1977
001,25,Brunswick County,NC,PV2,933542943,0.0917,233707367,0.0229,3320488760,0.3261
001,50,Brunswick County,NC,PV1,2501432442,0.0942,565695462,0.0213,7205439598,0.2713
001,50,Brunswick County,NC,PV3,1160326506,0.0708,244105053,0.0149,3557905127,0.2172
001,50,Brunswick County,NC,PV2,1341374630,0.1317,321765723,0.0316,3648593447,0.3583
001,100,Brunswick County,NC,PV1,4057156200,0.1527,1171972715,0.0441,8678246517,0.3267
001,100,Brunswick County,NC,PV3,1924041033,0.1174,520194685,0.0317,4355418069,0.2658
001,100,Brunswick County,NC,PV2,2133579929,0.2095,651995821,0.0640,4324109506,0.4246
001,150,Brunswick County,NC,PV1,5551100860,0.2090,2780555621,0.1047,9696397363,0.3650
001,150,Brunswick County,NC,PV3,2638472444,0.1610,1299895798,0.0793,4917402312,0.3001
001,150,Brunswick County,NC,PV2,2913250709,0.2861,1480927612,0.1454,4780533720,0.4694
001,200,Brunswick County,NC,PV1,6965367320,0.2622,4294377585,0.1617,10458826697,0.3937
001,200,Brunswick County,NC,PV3,3404886011,0.2078,2038143772,0.1244,5363992057,0.3274
001,200,Brunswick County,NC,PV2,3561272031,0.3497,2256718066,0.2216,5096689405,0.5005
001,300,Brunswick County,NC,PV1,8747292339,0.3293,7125838253,0.2683,11875536511,0.4471
001,300,Brunswick County,NC,PV3,4399464267,0.2685,3496227743,0.2134,6225754519,0.3800
001,300,Brunswick County,NC,PV2,4349370626,0.4271,3630427859,0.3565,5652000974,0.5550
020,0,Brunswick County,NC,PV1,4331804747,0.1631,1242462624,0.0468,9529750464,0.3588
020,0,Brunswick County,NC,PV3,2081452628,0.1270,553218552,0.0338,4935031567,0.3012
020,0,Brunswick County,NC,PV2,2250860586,0.2210,689467494,0.0677,4596092222,0.4513
020,25,Brunswick County,NC,PV1,5071457395,0.1909,1959213176,0.0738,10053578220,0.3785
020,25,Brunswick County,NC,PV3,2440039698,0.1489,896792034,0.0547,5224860940,0.3189
020,25,Brunswick County,NC,PV2,2632065383,0.2585,1062720365,0.1044,4830220743,0.4743
